Year,CPI Value
1992,11.05
1993,23.09
1994,31.39
1995,39.23
1996,46.14
1997,50.04
1998,52.36
1999,53.6
2000,55.02
2001,56.39
2002,57.48
2003,59.17
2004,62.84
2005,67.08
2006,71.46
2007,78.68
2008,90.8
2009,94
2010,92.98
2011,97.05
2012,99.24
2013,99.21
2014,99.83
2015,100
2016,100.14
2017,103.08
2018,105.69
2019,108.66
2020,108.9
2021,112.46
2022,131.93
