Year,CPI Value
1992,36.05
1993,43.55
1994,47.92
1995,52.23
1996,56.81
1997,61.69
1998,68.29
1999,69.75
2000,72.38
2001,75.76
2002,77.2
2003,77.29
2004,79.43
2005,80.9
2006,82.95
2007,85.32
2008,90.74
2009,91.67
2010,93.02
2011,94.8
2012,97.92
2013,99.33
2014,99.67
2015,99.98
2016,100.66
2017,103.13
2018,105.34
2019,108.34
2020,111.77
2021,116.06
2022,133.58
