Year,CPI Value
1991,61.48
1992,63.8
1993,65.96
1994,67.82
1995,69.56
1996,71.19
1997,72.4
1998,73.29
1999,74.15
2000,75.77
2001,77.61
2002,79.37
2003,81.05
2004,82.82
2005,84.64
2006,86.51
2007,88.39
2008,91.35
2009,91.66
2010,93.13
2011,95.66
2012,98.06
2013,99.39
2014,99.81
2015,100
2016,100.23
2017,101.77
2018,103.55
2019,104.79
2020,105.05
2021,107.77
2022,116.83
