Year,CPI Value
1992,3.88
1993,19.82
1994,34.14
1995,47.67
1996,59.41
1997,64.69
1998,67.97
1999,68.46
2000,69.13
2001,70.08
2002,70.28
2003,69.48
2004,70.29
2005,72.16
2006,74.85
2007,79.15
2008,87.8
2009,91.71
2010,92.92
2011,96.75
2012,99.74
2013,100.79
2014,100.89
2015,100
2016,100.91
2017,104.66
2018,107.49
2019,110
2020,111.31
2021,116.53
2022,139.49
