Year,CPI Value
1998,55.48
1999,57.31
2000,59.61
2001,63.04
2002,65.29
2003,66.16
2004,68.18
2005,70.96
2006,74.11
2007,79
2008,87.19
2009,87.12
2010,89.71
2011,94.18
2012,97.88
2013,100.6
2014,100.49
2015,100
2016,100.15
2017,103.57
2018,107.13
2019,109.57
2020,109.08
2021,114.16
2022,136.3
